time,latitude,longitude,z,centroid
20,28.00,93.75,5863.2,-1
20,28.00,96.25,5865.3,-1
20,27.75,79.00,5849.8,-1
20,27.75,91.75,5862.6,-1
20,27.75,97.00,5865.9,-1
20,27.75,98.50,5865.5,-1
20,27.50,-81.75,5900.5,-1
20,27.50,87.00,5861.4,-1
20,27.50,87.75,5863.0,-1
20,27.50,89.25,5861.5,-1
20,27.00,91.75,5861.9,-1
20,27.00,167.50,5921.5,-1
20,26.75,-88.00,5905.4,-1
20,26.75,6.75,5921.2,-1
20,26.75,98.00,5864.5,-1
20,26.50,5.75,5921.8,-1
20,26.50,8.25,5922.8,-1
20,26.25,-89.00,5904.8,-1
20,26.25,-83.00,5901.9,-1
20,26.25,93.75,5861.0,-1
20,26.25,95.00,5861.7,-1
20,26.25,95.75,5862.1,-1
20,26.00,4.75,5921.5,-1
20,26.00,170.00,5921.0,-1
20,25.75,-125.50,5907.2,-1
20,25.75,-80.75,5901.0,-1
20,25.75,-79.75,5901.0,-1
20,25.50,-84.50,5902.6,-1
20,25.50,-81.75,5901.9,-1
21,67.00,159.00,5763.9,-1
21,65.25,148.50,5742.4,-1
21,64.75,-172.75,5722.3,-1
21,64.75,149.75,5743.1,-1
21,58.25,-68.75,5812.0,-1
21,55.50,56.50,5843.3,-1
21,48.50,1.25,5927.8,-1
21,48.25,2.25,5928.0,-1
21,47.50,-0.25,5927.8,-1
21,47.00,-1.25,5927.9,-1
21,45.75,-1.25,5927.1,-1
21,43.75,-152.75,5897.5,-1
21,43.50,-0.50,5924.3,-1
21,43.50,7.00,5908.7,-1
21,43.25,-4.75,5921.9,-1
21,43.25,1.00,5924.6,-1
21,42.50,1.50,5924.2,-1
21,42.00,2.50,5922.0,-1
21,41.75,-7.00,5920.0,-1
21,41.75,1.00,5922.2,-1
21,39.00,4.25,5923.0,-1
21,37.25,103.00,5861.6,-1
21,36.50,-108.25,5944.0,-1
21,36.50,-103.00,5940.9,-1
21,35.50,-103.50,5941.0,-1
21,35.25,106.50,5868.4,-1
21,34.50,-100.75,5939.8,-1
21,34.50,105.50,5867.9,-1
21,33.75,-64.00,5921.1,-1
21,33.75,106.75,5868.4,-1
21,33.25,-108.50,5949.8,-1
21,33.25,-107.00,5950.1,-1
21,33.00,-107.75,5950.1,-1
21,33.00,-105.75,5945.5,-1
21,32.75,-110.00,5944.6,-1
21,32.75,107.00,5870.3,-1
21,32.75,108.25,5869.6,-1
21,32.25,-102.25,5941.6,-1
21,32.25,-20.75,5931.8,-1
21,32.00,-104.50,5946.3,-1
21,31.75,-110.25,5945.5,-1
21,31.75,-109.50,5946.4,-1
21,31.75,-105.50,5946.5,-1
21,31.75,-8.75,5921.6,-1
21,31.75,80.00,5867.7,-1
21,31.75,103.50,5867.6,-1
21,31.75,104.25,5867.8,-1
21,31.75,105.00,5868.6,-1
21,31.50,50.25,5916.6,-1
21,31.50,70.25,5862.7,-1
21,31.50,71.00,5862.4,-1
21,31.25,105.75,5868.5,-1
21,31.00,-115.50,5924.7,-1
21,31.00,-10.00,5922.0,-1
21,31.00,66.75,5863.0,-1
21,31.00,103.75,5867.9,-1
21,30.75,67.50,5863.5,-1
21,30.75,103.00,5867.7,-1
21,30.50,77.50,5873.3,-1
21,30.50,79.25,5875.6,-1
21,30.00,99.75,5872.6,-1
21,30.00,102.75,5867.7,-1
21,30.00,160.00,5918.7,-1
21,29.75,81.75,5875.9,-1
21,29.75,92.25,5877.0,-1
21,29.75,93.00,5877.7,-1
21,29.75,96.75,5877.0,-1
21,29.75,103.50,5867.9,-1
21,29.50,82.50,5874.0,-1
21,29.25,100.50,5870.9,-1
21,29.00,81.00,5876.2,-1
21,28.75,-13.25,5924.0,-1
21,28.75,43.00,5927.4,-1
21,28.50,-10.50,5924.3,-1
21,28.50,91.00,5878.9,-1
21,28.25,-16.50,5922.5,-1
21,28.25,-11.75,5924.3,-1
21,28.25,82.50,5873.3,-1
21,28.25,139.50,5907.0,-1
21,28.00,74.75,5865.9,-1
21,27.75,90.25,5882.1,-1
21,27.75,91.00,5880.9,-1
21,27.75,167.00,5913.0,-1
21,27.25,94.00,5876.8,-1
21,27.25,100.50,5869.7,-1
21,26.75,90.50,5877.7,-1
21,26.50,-33.25,5931.1,-1
21,26.25,-35.25,5931.4,-1
21,26.25,93.00,5875.8,-1
21,26.25,93.75,5875.6,-1
21,26.25,136.75,5904.7,-1
21,26.00,-83.25,5905.6,-1
21,25.75,38.50,5919.7,-1
21,25.75,140.00,5909.3,-1
21,25.75,170.25,5913.5,-1
21,25.50,39.25,5919.9,-1
21,25.50,145.00,5901.5,-1
22,67.00,159.25,5764.9,-1
22,65.25,145.50,5737.7,-1
22,56.00,57.25,5857.1,-1
22,49.00,4.50,5934.0,-1
22,46.00,5.50,5925.6,-1
22,45.25,8.25,5922.0,-1
22,44.50,9.25,5920.7,-1
22,44.00,-153.25,5888.5,-1
22,42.75,2.00,5929.2,-1
22,42.50,-5.25,5928.7,-1
22,42.25,24.00,5865.0,-1
22,37.50,104.75,5866.8,-1
22,37.25,4.00,5930.4,-1
22,37.00,-103.25,5942.9,-1
22,36.75,-104.50,5944.7,-1
22,36.75,100.75,5861.9,-1
22,36.50,-105.25,5944.3,-1
22,36.25,99.50,5860.8,-1
22,35.75,-103.00,5941.2,-1
22,35.25,-104.25,5942.1,-1
22,35.25,102.75,5861.8,-1
22,35.00,-107.25,5944.8,-1
22,35.00,-106.50,5944.8,-1
22,35.00,101.25,5861.4,-1
22,34.50,68.25,5871.8,-1
22,34.50,107.75,5873.5,-1
22,34.25,66.75,5868.9,-1
22,34.25,107.00,5873.7,-1
22,34.00,109.75,5874.5,-1
22,33.75,50.00,5915.7,-1
22,33.50,76.00,5861.0,-1
22,33.25,-105.50,5941.5,-1
22,33.25,-102.75,5938.7,-1
22,33.25,-56.75,5948.0,-1
22,33.00,50.00,5913.3,-1
22,33.00,52.50,5914.5,-1
22,33.00,75.25,5861.7,-1
22,33.00,76.75,5861.0,-1
22,32.75,-20.50,5948.3,-1
22,32.75,72.50,5863.0,-1
22,32.75,74.50,5862.6,-1
22,32.75,97.25,5865.9,-1
22,32.50,-5.00,5934.9,-1
22,32.50,109.50,5878.0,-1
22,32.25,107.50,5876.2,-1
22,32.00,99.25,5867.4,-1
22,32.00,100.00,5867.0,-1
22,31.75,53.75,5909.4,-1
22,31.75,103.50,5866.6,-1
22,31.75,110.50,5876.5,-1
22,31.75,113.75,5871.8,-1
22,31.50,51.00,5913.7,-1
22,31.25,52.00,5920.6,-1
22,31.25,68.75,5866.5,-1
22,31.25,77.75,5861.8,-1
22,31.25,120.75,5863.4,-1
22,31.00,-7.75,5942.8,-1
22,31.00,69.50,5866.6,-1
22,31.00,73.75,5866.5,-1
22,31.00,74.50,5866.2,-1
22,31.00,96.50,5868.9,-1
22,31.00,120.00,5863.5,-1
22,30.75,70.25,5865.0,-1
22,30.75,72.50,5866.8,-1
22,30.75,76.75,5863.4,-1
22,30.75,78.50,5862.6,-1
22,30.50,-9.00,5940.6,-1
22,30.50,71.00,5866.1,-1
22,30.50,79.25,5863.5,-1
22,30.25,67.25,5865.6,-1
22,30.00,78.50,5864.6,-1
22,30.00,80.00,5863.0,-1
22,30.00,93.75,5860.9,-1
22,30.00,99.75,5872.8,-1
22,29.75,70.25,5865.2,-1
22,29.75,81.75,5860.9,-1
22,29.75,92.50,5861.8,-1
22,29.75,96.75,5869.5,-1
22,29.75,98.00,5871.7,-1
22,29.75,100.50,5871.4,-1
22,29.50,-9.75,5940.2,-1
22,29.50,77.50,5863.5,-1
22,29.50,102.00,5872.8,-1
22,29.25,79.75,5863.3,-1
22,29.25,102.75,5870.6,-1
22,29.25,103.50,5870.0,-1
22,29.00,75.75,5862.7,-1
22,29.00,81.00,5860.3,-1
22,29.00,92.75,5864.6,-1
22,28.75,41.50,5929.5,-1
22,28.75,158.25,5920.8,-1
22,28.50,94.50,5865.8,-1
22,28.25,84.25,5862.6,-1
22,28.00,85.50,5862.7,-1
22,28.00,92.50,5866.4,-1
22,28.00,93.75,5864.9,-1
22,28.00,95.75,5866.7,-1
22,28.00,149.50,5908.7,-1
22,27.75,90.25,5863.8,-1
22,27.75,97.00,5868.4,-1
22,27.50,94.75,5865.3,-1
22,27.50,159.00,5921.1,-1
22,27.50,160.00,5921.0,-1
22,27.00,-35.00,5945.8,-1
22,27.00,98.00,5867.4,-1
22,27.00,163.25,5919.8,-1
22,26.75,96.50,5867.5,-1
22,26.25,-82.50,5900.9,-1
22,26.25,80.00,5851.8,-1
22,26.25,92.50,5863.4,-1
22,26.25,95.00,5865.3,-1
22,26.00,6.50,5928.9,-1
22,26.00,8.00,5933.8,-1
22,26.00,36.75,5920.6,-1
22,25.75,-83.50,5901.0,-1
22,25.75,10.25,5930.3,-1
22,25.75,164.75,5920.1,-1
23,67.25,160.75,5749.8,-1
23,67.00,159.50,5749.7,-1
23,65.00,147.00,5728.6,-1
23,64.50,148.00,5729.1,-1
23,57.75,-67.25,5816.7,-1
23,55.00,57.00,5856.2,-1
23,49.00,2.00,5926.7,-1
23,47.75,7.75,5920.4,-1
23,47.50,-0.50,5927.7,-1
23,47.25,0.25,5927.5,-1
23,47.25,2.50,5925.4,-1
23,46.75,4.75,5922.3,-1
23,46.25,-0.75,5928.6,-1
23,45.25,-1.50,5930.3,-1
23,45.00,0.75,5930.2,-1
23,44.75,-0.75,5931.0,-1
23,44.00,-153.25,5887.0,-1
23,42.50,-6.75,5927.7,-1
23,42.50,-2.25,5923.3,-1
23,42.00,-3.00,5921.9,-1
23,42.00,1.75,5927.5,-1
23,41.25,-1.25,5923.3,-1
23,39.50,-106.00,5950.6,-1
23,36.50,-106.25,5961.2,-1
23,35.75,-105.75,5962.0,-1
23,35.75,97.25,5860.5,-1
23,35.75,108.00,5868.6,-1
23,35.50,-108.75,5956.6,-1
23,35.25,106.50,5868.3,-1
23,35.00,-103.00,5956.1,-1
23,34.50,109.75,5869.9,-1
23,34.25,-108.50,5957.0,-1
23,34.00,108.50,5872.6,-1
23,33.75,-109.25,5956.2,-1
23,33.75,-20.50,5943.3,-1
23,33.50,51.25,5916.5,-1
23,33.25,-57.00,5957.0,-1
23,33.25,53.75,5912.8,-1
23,33.25,108.25,5870.6,-1
23,32.75,107.50,5871.4,-1
23,32.50,-4.25,5928.9,-1
23,32.50,76.25,5865.9,-1
23,32.25,55.50,5904.0,-1
23,32.00,77.00,5867.8,-1
23,32.00,105.75,5870.9,-1
23,32.00,107.75,5870.7,-1
23,31.75,77.75,5866.0,-1
23,31.75,103.50,5865.4,-1
23,31.75,110.25,5870.4,-1
23,31.50,48.75,5923.9,-1
23,31.50,50.25,5924.5,-1
23,31.25,-5.00,5925.9,-1
23,31.25,79.25,5865.5,-1
23,31.00,-8.25,5931.5,-1
23,31.00,70.25,5875.8,-1
23,30.75,50.75,5921.1,-1
23,30.50,79.25,5869.9,-1
23,30.50,80.75,5866.9,-1
23,30.25,120.50,5851.0,-1
23,30.25,158.25,5909.3,-1
23,30.00,80.00,5872.4,-1
23,29.75,-12.25,5934.9,-1
23,29.75,81.00,5869.8,-1
23,29.75,81.75,5870.9,-1
23,29.75,92.50,5874.0,-1
23,29.75,105.50,5869.7,-1
23,29.50,68.75,5873.6,-1
23,29.50,82.50,5870.6,-1
23,29.50,83.25,5869.4,-1
23,29.50,90.75,5873.5,-1
23,29.25,43.75,5932.4,-1
23,29.25,90.00,5872.4,-1
23,29.25,100.50,5872.8,-1
23,29.00,93.00,5876.5,-1
23,29.00,98.00,5874.6,-1
23,28.75,93.75,5875.9,-1
23,28.50,-75.00,5900.9,-1
23,28.50,94.50,5877.0,-1
23,28.25,89.50,5871.9,-1
23,28.25,104.50,5867.6,-1
23,28.00,95.50,5875.7,-1
23,28.00,96.25,5876.8,-1
23,28.00,137.50,5892.0,-1
23,27.75,-35.25,5947.0,-1
23,27.75,70.00,5872.4,-1
23,27.75,164.50,5905.6,-1
23,27.75,165.25,5905.6,-1
23,27.50,-11.25,5932.0,-1
23,27.25,92.50,5872.8,-1
23,27.25,97.25,5875.7,-1
23,27.25,98.25,5874.7,-1
23,27.00,9.50,5923.8,-1
23,26.75,6.75,5925.6,-1
23,26.75,87.75,5871.5,-1
23,26.75,141.25,5901.0,-1
23,26.50,5.00,5921.1,-1
23,26.50,11.00,5923.2,-1
23,26.25,4.00,5920.5,-1
23,26.25,6.00,5926.1,-1
23,26.25,40.00,5928.8,-1
23,26.25,95.25,5877.4,-1
23,25.75,9.25,5922.5,-1
23,25.75,38.25,5927.6,-1
23,25.50,3.50,5920.7,-1
23,25.50,6.00,5925.7,-1
23,25.50,40.50,5928.3,-1
23,25.50,168.75,5906.7,-1
24,67.75,164.50,5755.2,-1
24,67.75,166.00,5755.3,-1
24,67.75,169.50,5755.1,-1
24,67.50,168.25,5755.0,-1
24,65.25,145.50,5723.1,-1
24,65.25,147.00,5724.7,-1
24,57.50,-65.75,5820.0,-1
24,56.25,-66.50,5820.4,-1
24,56.00,57.50,5840.4,-1
24,48.50,2.25,5918.8,-1
24,48.25,0.50,5920.3,-1
24,44.75,-4.00,5924.0,-1
24,44.50,-4.75,5923.8,-1
24,44.50,9.00,5900.9,-1
24,44.25,-2.25,5925.9,-1
24,43.25,-152.75,5892.2,-1
24,43.25,-5.00,5922.1,-1
24,42.25,-0.25,5920.7,-1
24,41.75,-105.50,5935.9,-1
24,41.00,-9.75,5925.9,-1
24,40.75,-105.75,5941.4,-1
24,39.75,-105.25,5943.1,-1
24,39.50,-106.00,5942.1,-1
24,39.25,-101.75,5940.8,-1
24,39.00,-105.25,5945.6,-1
24,38.75,-103.25,5945.9,-1
24,38.25,-106.25,5942.3,-1
24,38.00,-100.75,5940.8,-1
24,37.75,-109.00,5943.0,-1
24,37.75,4.00,5921.7,-1
24,37.25,-9.50,5922.0,-1
24,36.50,-108.00,5945.6,-1
24,36.25,-109.00,5945.0,-1
24,36.00,-101.50,5945.4,-1
24,35.75,-103.50,5943.1,-1
24,35.75,-9.50,5921.0,-1
24,35.25,-109.75,5946.9,-1
24,35.25,76.50,5842.0,-1
24,35.00,-102.00,5944.2,-1
24,35.00,-101.00,5943.2,-1
24,34.75,108.50,5866.1,-1
24,34.50,-111.25,5942.4,-1
24,34.50,-104.75,5941.7,-1
24,34.50,-99.75,5941.8,-1
24,34.50,109.25,5865.9,-1
24,34.25,-106.25,5944.0,-1
24,34.25,107.00,5866.0,-1
24,34.00,-57.25,5957.6,-1
24,33.25,-56.75,5957.6,-1
24,33.00,-103.50,5937.5,-1
24,33.00,52.75,5893.9,-1
24,33.00,75.25,5848.7,-1
24,32.75,-20.75,5946.4,-1
24,32.50,-99.50,5933.4,-1
24,32.50,73.00,5851.0,-1
24,32.25,85.00,5846.0,-1
24,32.25,94.75,5862.9,-1
24,32.00,-7.25,5926.9,-1
24,32.00,55.75,5883.9,-1
24,32.00,99.25,5863.9,-1
24,31.75,98.50,5863.8,-1
24,31.75,103.50,5871.2,-1
24,31.75,110.25,5872.3,-1
24,31.50,48.75,5907.5,-1
24,31.50,51.00,5901.4,-1
24,31.50,54.00,5893.4,-1
24,31.50,78.50,5852.9,-1
24,31.50,96.75,5863.5,-1
24,31.50,105.00,5872.7,-1
24,31.50,107.75,5873.2,-1
24,31.50,111.75,5871.0,-1
24,31.25,-115.50,5922.8,-1
24,31.25,-108.75,5935.0,-1
24,31.25,112.50,5870.4,-1
24,31.00,42.75,5911.9,-1
24,31.00,69.50,5857.7,-1
24,31.00,94.75,5863.7,-1
24,31.00,103.75,5873.2,-1
24,31.00,106.50,5874.7,-1
24,31.00,109.75,5872.9,-1
24,30.75,50.75,5901.6,-1
24,30.50,44.75,5913.4,-1
24,30.50,54.75,5890.6,-1
24,30.50,104.50,5873.9,-1
24,30.25,-6.25,5926.8,-1
24,30.25,51.75,5899.7,-1
24,30.25,94.75,5864.6,-1
24,30.00,72.00,5859.4,-1
24,30.00,80.00,5857.0,-1
24,30.00,92.75,5865.4,-1
24,30.00,93.75,5865.1,-1
24,30.00,99.00,5865.6,-1
24,30.00,102.75,5871.8,-1
24,29.75,92.00,5865.2,-1
24,29.75,103.50,5871.8,-1
24,29.50,38.00,5905.8,-1
24,29.50,88.00,5861.4,-1
24,29.50,90.75,5864.7,-1
24,29.50,94.50,5865.6,-1
24,29.50,95.25,5867.3,-1
24,29.50,101.25,5868.8,-1
24,29.50,102.00,5872.7,-1
24,29.25,161.50,5912.9,-1
24,29.00,93.00,5866.1,-1
24,28.75,87.00,5861.0,-1
24,28.75,87.75,5862.8,-1
24,28.75,95.25,5867.3,-1
24,28.50,39.50,5908.7,-1
24,28.50,76.50,5858.6,-1
24,28.50,94.50,5865.5,-1
24,28.50,140.25,5900.4,-1
24,28.25,-16.50,5940.6,-1
24,28.25,6.75,5922.2,-1
24,28.25,79.50,5855.0,-1
24,28.25,89.50,5863.1,-1
24,28.25,99.25,5866.3,-1
24,28.00,74.75,5859.9,-1
24,28.00,87.00,5861.1,-1
24,28.00,88.50,5863.2,-1
24,28.00,92.50,5865.4,-1
24,28.00,159.00,5913.0,-1
24,27.75,-36.25,5951.5,-1
24,27.75,90.25,5864.7,-1
24,27.75,91.00,5864.1,-1
24,27.75,91.75,5864.6,-1
24,27.75,97.75,5865.7,-1
24,27.50,-123.25,5909.6,-1
24,27.50,87.75,5862.5,-1
24,27.50,93.25,5862.2,-1
24,27.50,164.50,5914.7,-1
24,27.25,-79.25,5889.0,-1
24,27.25,7.75,5925.7,-1
24,27.25,37.00,5908.2,-1
24,27.25,92.50,5863.3,-1
24,27.00,3.50,5924.4,-1
24,27.00,37.75,5907.5,-1
24,27.00,90.00,5862.8,-1
24,27.00,91.75,5863.5,-1
24,27.00,96.50,5864.4,-1
24,27.00,139.25,5900.9,-1
24,26.75,95.75,5862.7,-1
24,26.75,156.50,5911.3,-1
24,26.50,8.75,5924.6,-1
24,26.50,37.00,5908.5,-1
24,26.00,91.00,5860.6,-1
24,25.75,-38.00,5952.7,-1
24,25.75,-12.75,5934.0,-1
24,25.75,4.75,5925.0,-1
24,25.50,6.75,5926.1,-1
25,68.00,168.00,5757.1,-1
25,67.75,169.75,5757.3,-1
25,65.75,144.00,5716.7,-1
25,62.25,149.00,5713.2,-1
25,56.50,-65.25,5812.3,-1
25,56.25,59.50,5843.2,-1
25,56.00,58.00,5843.1,-1
25,47.50,0.00,5910.6,-1
25,43.25,-152.50,5892.7,-1
25,42.50,-8.25,5912.9,-1
25,42.25,-0.25,5906.4,-1
25,41.50,-9.00,5913.0,-1
25,40.00,-101.25,5941.6,-1
25,38.50,-100.25,5942.2,-1
25,37.50,-107.00,5951.0,-1
25,37.50,4.25,5906.8,-1
25,37.25,-108.75,5950.6,-1
25,37.00,-102.50,5948.5,-1
25,37.00,91.25,5862.5,-1
25,36.75,-104.50,5950.8,-1
25,36.75,4.00,5906.6,-1
25,36.50,-106.25,5952.6,-1
25,36.50,-105.50,5953.1,-1
25,36.00,-109.75,5947.9,-1
25,36.00,93.00,5864.8,-1
25,35.75,-104.25,5951.3,-1
25,35.75,5.00,5905.9,-1
25,35.50,-100.00,5947.8,-1
25,35.25,68.50,5861.8,-1
25,35.00,-106.50,5950.6,-1
25,35.00,69.25,5862.7,-1
25,35.00,96.25,5866.9,-1
25,34.75,-102.75,5950.9,-1
25,34.75,-58.25,5952.0,-1
25,34.50,-107.25,5951.1,-1
25,34.50,104.00,5863.9,-1
25,34.50,104.75,5864.9,-1
25,34.00,111.50,5873.7,-1
25,33.75,86.50,5863.9,-1
25,33.75,109.00,5873.9,-1
25,33.50,-103.75,5950.6,-1
25,33.50,51.50,5908.1,-1
25,33.50,85.00,5865.8,-1
25,33.25,-108.50,5947.5,-1
25,33.25,-107.75,5947.8,-1
25,33.00,-105.50,5947.6,-1
25,33.00,-104.75,5948.9,-1
25,33.00,52.75,5908.8,-1
25,33.00,75.25,5873.9,-1
25,32.75,-20.50,5927.9,-1
25,32.75,74.50,5872.7,-1
25,32.75,107.50,5878.3,-1
25,32.50,77.00,5877.5,-1
25,32.50,87.50,5866.8,-1
25,32.25,-112.25,5942.1,-1
25,32.25,54.75,5903.3,-1
25,32.25,78.50,5876.0,-1
25,31.75,-110.25,5944.4,-1
25,31.75,103.50,5873.9,-1
25,31.75,110.25,5879.4,-1
25,31.50,96.00,5876.0,-1
25,31.00,-115.50,5928.7,-1
25,31.00,106.00,5879.8,-1
25,31.00,107.00,5880.3,-1
25,31.00,107.75,5879.6,-1
25,31.00,109.25,5879.8,-1
25,30.75,-5.50,5905.9,-1
25,30.75,50.75,5916.5,-1
25,30.75,51.50,5915.4,-1
25,30.75,108.50,5879.7,-1
25,30.50,79.25,5882.2,-1
25,30.00,45.00,5923.0,-1
25,30.00,80.00,5883.3,-1
25,29.75,-17.75,5924.6,-1
25,29.75,66.00,5879.0,-1
25,29.75,81.00,5881.2,-1
25,29.75,81.75,5881.4,-1
25,29.75,91.75,5879.8,-1
25,29.75,92.50,5879.8,-1
25,29.50,-17.00,5924.6,-1
25,29.50,90.50,5881.2,-1
25,29.25,43.00,5924.0,-1
25,29.25,79.00,5880.2,-1
25,29.25,79.75,5881.1,-1
25,29.25,86.50,5876.9,-1
25,29.25,98.00,5877.8,-1
25,29.00,77.75,5878.7,-1
25,29.00,82.50,5880.3,-1
25,29.00,92.75,5882.2,-1
25,29.00,160.25,5906.6,-1
25,28.75,83.25,5881.9,-1
25,28.75,88.00,5880.7,-1
25,28.50,91.00,5882.6,-1
25,28.50,141.00,5897.6,-1
25,28.25,-122.00,5920.4,-1
25,28.25,-16.50,5924.4,-1
25,28.25,93.00,5881.9,-1
25,28.00,88.50,5883.8,-1
25,27.75,-123.25,5920.1,-1
25,27.75,91.00,5884.9,-1
25,27.75,91.75,5884.9,-1
25,27.75,97.00,5878.0,-1
25,27.50,87.00,5883.7,-1
25,27.50,87.75,5886.2,-1
25,27.50,89.25,5886.2,-1
25,27.00,90.00,5885.9,-1
25,27.00,91.75,5885.4,-1
25,26.75,38.50,5917.0,-1
25,26.50,97.25,5874.5,-1
25,26.50,140.50,5895.9,-1
25,26.50,146.25,5886.9,-1
25,26.25,91.75,5883.9,-1
25,26.25,93.00,5882.9,-1
25,26.25,162.00,5905.8,-1
25,26.00,91.00,5883.4,-1
25,25.75,-39.50,5928.5,-1
25,25.75,6.50,5920.2,-1
25,25.75,10.25,5921.1,-1
26,67.25,171.75,5758.2,-1
26,65.25,145.50,5711.5,-1
26,56.00,61.50,5858.3,-1
26,55.25,60.25,5857.3,-1
26,50.75,63.00,5846.6,-1
26,46.75,2.00,5918.4,-1
26,46.00,8.00,5902.7,-1
26,42.75,-0.75,5911.7,-1
26,42.50,-152.50,5885.4,-1
26,42.50,1.50,5907.7,-1
26,40.00,-102.75,5940.2,-1
26,39.75,-103.50,5940.1,-1
26,39.50,-102.00,5939.8,-1
26,38.25,-105.00,5941.7,-1
26,37.25,-107.75,5942.1,-1
26,37.00,-107.00,5942.7,-1
26,37.00,-105.50,5941.9,-1
26,37.00,-104.50,5939.4,-1
26,36.75,-106.25,5942.9,-1
26,36.25,101.50,5866.8,-1
26,36.00,-107.50,5941.4,-1
26,35.75,70.75,5865.0,-1
26,35.50,104.75,5867.0,-1
26,35.25,-107.25,5941.8,-1
26,35.25,76.25,5864.5,-1
26,35.00,-106.50,5942.6,-1
26,34.50,68.25,5880.3,-1
26,34.25,-104.25,5939.7,-1
26,34.25,-57.75,5960.8,-1
26,34.25,107.00,5875.9,-1
26,34.00,76.00,5868.0,-1
26,33.75,-111.00,5935.5,-1
26,33.75,-102.25,5940.3,-1
26,33.75,109.00,5879.8,-1
26,33.00,50.25,5926.0,-1
26,33.00,52.50,5922.5,-1
26,33.00,75.25,5869.2,-1
26,32.75,108.25,5881.7,-1
26,32.50,-19.75,5940.4,-1
26,32.50,77.00,5870.1,-1
26,32.00,53.25,5922.0,-1
26,32.00,109.50,5882.7,-1
26,31.75,77.75,5869.0,-1
26,31.75,110.25,5882.5,-1
26,31.75,114.25,5876.0,-1
26,31.50,50.25,5919.8,-1
26,31.50,97.25,5872.9,-1
26,31.50,101.50,5875.5,-1
26,31.50,107.25,5880.8,-1
26,31.50,111.00,5883.2,-1
26,31.25,42.75,5931.6,-1
26,31.25,80.75,5860.7,-1
26,31.25,94.75,5868.0,-1
26,31.00,-8.50,5923.0,-1
26,31.00,52.50,5925.5,-1
26,31.00,67.50,5882.5,-1
26,31.00,71.75,5874.2,-1
26,31.00,72.50,5874.2,-1
26,31.00,108.50,5880.7,-1
26,30.75,104.50,5876.5,-1
26,30.50,56.25,5902.0,-1
26,30.50,80.75,5863.3,-1
26,30.50,92.50,5866.8,-1
26,30.25,43.50,5931.4,-1
26,30.25,113.75,5876.8,-1
26,30.00,80.00,5867.8,-1
26,30.00,103.50,5875.5,-1
26,30.00,141.00,5895.9,-1
26,29.75,81.00,5866.3,-1
26,29.75,81.75,5867.3,-1
26,29.50,82.50,5865.6,-1
26,29.25,79.00,5867.0,-1
26,29.25,98.00,5868.9,-1
26,29.00,92.50,5866.8,-1
26,28.25,-16.50,5936.9,-1
26,28.00,7.50,5929.6,-1
26,28.00,87.75,5867.6,-1
26,28.00,92.50,5867.5,-1
26,27.50,89.25,5869.7,-1
26,27.25,91.00,5868.5,-1
26,27.25,94.50,5866.5,-1
26,27.00,138.25,5897.9,-1
26,26.50,10.00,5928.0,-1
26,26.25,-82.50,5886.0,-1
26,26.25,70.00,5860.7,-1
26,26.25,95.75,5866.8,-1
26,25.75,4.75,5932.0,-1
26,25.75,40.00,5922.0,-1
26,25.50,95.00,5867.7,-1
27,67.50,172.50,5754.2,-1
27,67.50,173.75,5754.3,-1
27,67.50,175.25,5753.9,-1
27,56.00,62.50,5853.5,-1
27,55.75,63.25,5853.5,-1
27,55.75,123.25,5661.7,-1
27,54.75,-62.00,5815.0,-1
27,54.00,62.50,5853.5,-1
27,48.50,2.50,5905.5,-1
27,47.25,5.00,5902.8,-1
27,47.00,0.75,5907.7,-1
27,44.75,-0.75,5904.3,-1
27,43.50,-0.75,5902.5,-1
27,43.25,-4.50,5908.0,-1
27,42.75,-0.75,5901.4,-1
27,41.50,-0.25,5901.5,-1
27,41.25,0.75,5900.7,-1
27,40.25,-152.50,5885.9,-1
27,40.25,-0.25,5901.7,-1
27,39.00,-105.00,5954.4,-1
27,38.25,-105.75,5955.3,-1
27,38.25,-105.00,5955.6,-1
27,37.50,-106.75,5955.9,-1
27,37.50,-104.75,5955.2,-1
27,37.25,86.00,5860.7,-1
27,37.00,-104.00,5954.4,-1
27,37.00,2.50,5905.9,-1
27,37.00,87.50,5861.7,-1
27,36.75,-107.00,5954.1,-1
27,36.25,96.00,5865.0,-1
27,36.25,99.50,5862.0,-1
27,36.25,100.75,5860.5,-1
27,35.75,5.75,5904.8,-1
27,35.75,97.25,5864.7,-1
27,35.00,-107.75,5953.9,-1
27,35.00,-106.50,5955.0,-1
27,35.00,95.00,5864.8,-1
27,34.75,-105.00,5954.5,-1
27,34.75,-58.50,5963.2,-1
27,34.25,-102.00,5954.4,-1
27,33.75,-111.25,5944.7,-1
27,33.50,-0.25,5900.8,-1
27,33.50,51.50,5926.5,-1
27,33.00,54.00,5920.9,-1
27,32.50,-20.50,5933.2,-1
27,32.50,50.75,5928.6,-1
27,32.00,-4.50,5901.0,-1
27,32.00,-2.75,5900.9,-1
27,31.75,51.75,5927.2,-1
27,31.75,80.00,5872.9,-1
27,31.50,-3.75,5901.8,-1
27,31.50,107.75,5872.4,-1
27,31.50,111.00,5870.6,-1
27,31.25,83.50,5870.3,-1
27,31.25,84.25,5869.0,-1
27,31.25,100.50,5868.6,-1
27,31.00,44.75,5938.0,-1
27,31.00,46.00,5937.5,-1
